Price,Close,High,Low,Open,Volume,Returns
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,
Date,,,,,,
2017-11-03,10452.5,10461.7001953125,10403.599609375,10461.5498046875,199900,0.0035793333146586725
2017-11-06,10451.7998046875,10490.4501953125,10413.75,10431.75,193600,-8.708480327677127e-05
2017-11-07,10350.150390625,10485.75,10340.7998046875,10477.150390625,286900,-0.012643204113226914
2017-11-08,10303.150390625,10384.25,10285.5,10361.9501953125,274500,-0.005903295864699998
2017-11-09,10308.9501953125,10368.4501953125,10266.9501953125,10358.650390625,240200,0.0007317903561430584
2017-11-10,10321.75,10344.9501953125,10254.099609375,10304.349609375,279400,0.001614106749814015
2017-11-13,10224.9501953125,10334.150390625,10216.25,10322.0,210300,-0.012191706454210804
2017-11-14,10186.599609375,10248.0,10175.5498046875,10223.400390625,305000,-0.004875892866608367
2017-11-15,10118.0498046875,10175.4501953125,10094.0,10171.9501953125,207400,-0.00874823292472744
2017-11-16,10214.75,10232.25,10139.2001953125,10152.900390625,182600,0.012424356109416479
2017-11-17,10283.599609375,10343.599609375,10268.0498046875,10324.5498046875,203300,0.008762279271396722
2017-11-20,10298.75,10309.849609375,10261.5,10287.2001953125,147200,0.001915234797214982
2017-11-21,10326.900390625,10358.7001953125,10315.0498046875,10329.25,186100,0.003553393160577678
2017-11-22,10342.2998046875,10368.7001953125,10309.5498046875,10350.7998046875,157600,0.001938552472087829
2017-11-23,10348.75,10374.2998046875,10307.2998046875,10358.4501953125,153000,0.0008107726583646224
2017-11-24,10389.7001953125,10404.5,10362.25,10366.7998046875,129200,0.005144124063896527
2017-11-27,10399.5498046875,10407.150390625,10340.2001953125,10361.0498046875,141900,0.0012324217202415832
2017-11-28,10370.25,10409.5498046875,10355.2001953125,10387.900390625,196000,-0.0036626341340835647
2017-11-29,10361.2998046875,10392.9501953125,10345.900390625,10376.650390625,152500,-0.0011219839354161488
2017-11-30,10226.5498046875,10332.7001953125,10211.25,10332.7001953125,342500,-0.016906662610105205
2017-12-01,10121.7998046875,10272.7001953125,10108.5498046875,10263.7001953125,143400,-0.013315830128513395
2017-12-04,10127.75,10179.2001953125,10095.7001953125,10175.0498046875,148600,0.0007642172395732505
2017-12-05,10118.25,10147.9501953125,10069.099609375,10118.25,155500,-0.0012194218854139072
2017-12-06,10044.099609375,10104.2001953125,10033.349609375,10088.7998046875,166100,-0.009526895244978174
2017-12-07,10166.7001953125,10182.650390625,10061.900390625,10063.4501953125,166200,0.015868098477437087
2017-12-08,10265.650390625,10270.849609375,10195.25,10198.4501953125,200000,0.012652606198180228
2017-12-11,10322.25,10329.2001953125,10282.0498046875,10310.5,147400,0.007167543154859124
2017-12-12,10240.150390625,10326.099609375,10230.2001953125,10324.900390625,175100,-0.010339750750805232
2017-12-13,10192.9501953125,10296.5498046875,10169.849609375,10236.599609375,181600,-0.005992124291692613
2017-12-14,10252.099609375,10276.099609375,10141.5498046875,10229.2998046875,154300,0.007543864809288636
2017-12-15,10333.25,10373.099609375,10319.650390625,10345.650390625,255100,0.01029013683363258
2017-12-18,10388.75,10443.5498046875,10074.7998046875,10263.099609375,230400,0.006982314373503051
2017-12-19,10463.2001953125,10472.2001953125,10406.0,10414.7998046875,169100,0.009316352198893174
2017-12-20,10444.2001953125,10494.4501953125,10437.150390625,10494.400390625,175200,-0.00236065444022231
2017-12-21,10440.2998046875,10473.9501953125,10426.900390625,10473.9501953125,151900,-0.0004854855056087071
2017-12-22,10493.0,10501.099609375,10448.25,10457.2998046875,138800,0.006562096413695984
2017-12-26,10531.5,10545.4501953125,10477.9501953125,10512.2998046875,155600,0.004769846564376135
2017-12-27,10490.75,10552.400390625,10469.25,10531.0498046875,165200,-0.005030147652281236
2017-12-28,10477.900390625,10534.5498046875,10460.4501953125,10498.2001953125,272900,-0.001592306764292406
2017-12-29,10530.7001953125,10538.7001953125,10488.650390625,10492.349609375,152000,0.0065509065303927414
2018-01-02,10442.2001953125,10495.2001953125,10404.650390625,10477.5498046875,153400,-0.01092519945171475
2018-01-03,10443.2001953125,10503.599609375,10429.5498046875,10482.650390625,167300,0.00012449483592396062
2018-01-04,10504.7998046875,10513.0,10441.4501953125,10469.400390625,174900,0.007668098924642153
2018-01-05,10558.849609375,10566.099609375,10520.099609375,10534.25,180900,0.0066888229571397066
2018-01-08,10623.599609375,10631.2001953125,10588.5498046875,10591.7001953125,169000,0.007971985880475253
2018-01-09,10637.0,10659.150390625,10603.599609375,10645.099609375,205000,0.001639793333054973
2018-01-10,10632.2001953125,10655.5,10592.7001953125,10652.0498046875,176400,-0.000586607698951791
2018-01-11,10651.2001953125,10664.599609375,10612.349609375,10637.0498046875,153800,0.002323131576368409
2018-01-12,10681.25,10690.400390625,10597.099609375,10682.5498046875,175200,0.0036676379541662253
2018-01-15,10741.5498046875,10782.650390625,10713.7998046875,10718.5,175900,0.007339004900526636
2018-01-16,10700.4501953125,10762.349609375,10687.849609375,10761.5,211000,-0.004974095280383406
2018-01-17,10788.5498046875,10803.0,10666.75,10702.4501953125,252700,0.010703240526989255
2018-01-18,10817.0,10887.5,10782.400390625,10873.400390625,312000,0.0034281951305615843
2018-01-19,10894.7001953125,10906.849609375,10793.900390625,10829.2001953125,207600,0.009338102422691064
2018-01-22,10966.2001953125,10975.099609375,10881.400390625,10883.2001953125,231600,0.008531671210190162
2018-01-23,11083.7001953125,11092.900390625,10994.5498046875,10997.400390625,284600,0.013929163910876974
2018-01-24,11086.0,11110.099609375,11046.150390625,11069.349609375,283400,0.00026974259868701723
2018-01-25,11069.650390625,11095.599609375,11009.2001953125,11095.599609375,330300,-0.0019172372530669502
2018-01-29,11130.400390625,11171.5498046875,11075.9501953125,11079.349609375,241700,0.007134371657020355
2018-01-30,11049.650390625,11121.099609375,11033.900390625,11120.849609375,228000,-0.009431376798306279
2018-01-31,11027.7001953125,11058.5,10979.2998046875,11018.7998046875,245900,-0.0025824576251263
2018-02-01,11016.900390625,11117.349609375,10878.7998046875,11044.5498046875,306200,-0.0012731345471032162
2018-02-02,10760.599609375,10954.9501953125,10736.099609375,10938.2001953125,282700,-0.03024362604826072
2018-02-05,10666.5498046875,10702.75,10586.7998046875,10604.2998046875,240100,-0.011362261447515277
2018-02-06,10498.25,10594.150390625,10276.2998046875,10295.150390625,266500,-0.020511763419283104
2018-02-07,10476.7001953125,10614.0,10446.400390625,10607.2001953125,250400,-0.0026685158091825367
2018-02-08,10576.849609375,10637.7998046875,10479.5498046875,10518.5,232200,0.012427027198840835
2018-02-09,10454.9501953125,10480.2001953125,10398.2001953125,10416.5,191600,-0.01498265023460178
2018-02-12,10539.75,10555.5,10485.400390625,10518.2001953125,217400,0.010544263151361255
2018-02-14,10500.900390625,10590.5498046875,10456.650390625,10585.75,229200,-0.00479181120875728
2018-02-15,10545.5,10618.099609375,10511.0498046875,10537.900390625,210600,0.005521382932006813
2018-02-16,10452.2998046875,10612.900390625,10434.0498046875,10596.2001953125,184300,-0.01148928489936465
2018-02-19,10378.400390625,10489.349609375,10302.75,10488.900390625,187300,-0.00919120577063497
2018-02-20,10360.400390625,10429.349609375,10347.650390625,10391.0,187700,-0.0022546827178817398
2018-02-21,10397.4501953125,10426.099609375,10349.599609375,10426.0,234100,0.004648927095263078
2018-02-22,10382.7001953125,10397.5498046875,10340.650390625,10354.349609375,313600,-0.0018442021495467143
2018-02-23,10491.0498046875,10499.099609375,10396.650390625,10408.099609375,210600,0.013566267881941863
2018-02-26,10582.599609375,10592.9501953125,10520.2001953125,10526.5498046875,171900,0.011344407691265967
2018-02-27,10554.2998046875,10631.650390625,10537.25,10615.2001953125,187500,-0.003476437496620233
2018-02-28,10492.849609375,10535.5,10461.5498046875,10488.9501953125,286000,-0.007568977135818211
2018-03-01,10458.349609375,10525.5,10447.150390625,10479.9501953125,176000,-0.004274339352002987
2018-03-05,10358.849609375,10428.7001953125,10323.900390625,10428.2998046875,194000,-0.012368108241863475
2018-03-06,10249.25,10441.349609375,10215.900390625,10420.5,222900,-0.013754374043479956
2018-03-07,10154.2001953125,10243.349609375,10141.5498046875,10232.9501953125,249500,-0.012055979324706657
2018-03-08,10242.650390625,10270.349609375,10146.400390625,10216.25,226400,0.011323910470007316
2018-03-09,10226.849609375,10296.7001953125,10211.900390625,10271.2998046875,186500,-0.002005439494820649
2018-03-12,10421.400390625,10433.650390625,10295.4501953125,10301.599609375,216400,0.02473058911447672
2018-03-13,10426.849609375,10478.599609375,10377.849609375,10389.5,266700,0.0006797535944757849
2018-03-14,10410.900390625,10420.349609375,10336.2998046875,10393.0498046875,181400,-0.00198851859878727
2018-03-15,10360.150390625,10420.0,10346.2001953125,10405.4501953125,173900,-0.006337107985339163
2018-03-16,10195.150390625,10346.2998046875,10180.25,10345.150390625,328500,-0.02070433265081787
2018-03-19,10094.25,10224.5498046875,10075.2998046875,10215.349609375,210200,-0.012865970857390985
2018-03-20,10124.349609375,10155.650390625,10049.099609375,10051.5498046875,203000,0.0038764140166430484
2018-03-21,10155.25,10227.2998046875,10132.9501953125,10181.9501953125,204800,0.00396771243214491
2018-03-22,10114.75,10207.849609375,10105.400390625,10167.5,230500,-0.005184510474877557
2018-03-23,9998.0498046875,10027.7001953125,9951.900390625,9968.7998046875,285700,-0.014998912865493397
2018-03-26,10130.650390625,10143.5,9958.5498046875,9989.150390625,262600,0.017241438589146774
2018-03-27,10184.150390625,10207.900390625,10139.650390625,10188.0,225700,0.006865304528163518
2018-03-28,10113.7001953125,10158.349609375,10096.900390625,10143.599609375,344400,-0.008992920409989058
2018-04-02,10211.7998046875,10220.099609375,10127.75,10151.650390625,225400,0.012609578069815509
2018-04-03,10245.0,10255.349609375,10171.0498046875,10186.849609375,205300,0.004226508033034349
2018-04-04,10128.400390625,10279.849609375,10111.2998046875,10274.599609375,231100,-0.014795460438018571
2018-04-05,10325.150390625,10331.7998046875,10227.4501953125,10228.4501953125,236800,0.0252532473179822
2018-04-06,10331.599609375,10350.4501953125,10290.849609375,10322.75,200200,0.0008119963446356681
2018-04-09,10379.349609375,10397.7001953125,10328.5,10333.7001953125,221600,0.006008266129832607
2018-04-10,10402.25,10424.849609375,10381.5,10412.900390625,251700,0.002868244055061964
2018-04-11,10417.150390625,10428.150390625,10355.599609375,10428.150390625,250400,0.001862145960008732
2018-04-12,10458.650390625,10469.900390625,10395.25,10410.650390625,238600,0.005178959502068237
2018-04-13,10480.599609375,10519.900390625,10451.4501953125,10495.2998046875,213100,0.002728266392820333
2018-04-16,10528.349609375,10540.150390625,10396.349609375,10398.2998046875,195000,0.005922848149305615
2018-04-17,10548.7001953125,10560.4501953125,10495.650390625,10557.2998046875,206100,0.002512811855639119
2018-04-18,10526.2001953125,10594.2001953125,10509.7001953125,10578.900390625,205400,-0.0027728534756346957
2018-04-19,10565.2998046875,10572.2001953125,10546.2001953125,10563.650390625,262600,0.004828854785617254
2018-04-20,10564.0498046875,10582.349609375,10527.4501953125,10560.349609375,244600,-0.00015380538461193805
2018-04-23,10584.7001953125,10638.349609375,10514.9501953125,10592.7998046875,194200,0.0025412136736224114
2018-04-24,10614.349609375,10636.7998046875,10569.0,10578.099609375,219200,0.003641504961880715
2018-04-25,10570.5498046875,10612.599609375,10536.4501953125,10612.400390625,189200,-0.0053644121579958124
2018-04-26,10617.7998046875,10628.400390625,10559.650390625,10586.5,335100,0.005810956017894409
2018-04-27,10692.2998046875,10719.7998046875,10647.5498046875,10651.650390625,0,0.009121475426316028
2018-04-30,10739.349609375,10759.0,10704.599609375,10705.75,173800,0.005720448099195319
2018-05-02,10718.0498046875,10784.650390625,10689.7998046875,10783.849609375,229700,-0.0025783447881776557
2018-05-03,10679.650390625,10720.599609375,10647.4501953125,10720.150390625,185200,-0.004657492658731388
2018-05-04,10618.25,10700.4501953125,10601.599609375,10700.4501953125,186500,-0.007474074983069601
2018-05-07,10715.5,10725.650390625,10635.650390625,10653.150390625,168400,0.011906387587408496
2018-05-08,10717.7998046875,10758.5498046875,10689.400390625,10757.900390625,269800,0.00027901134746388667
2018-05-09,10741.7001953125,10766.25,10689.849609375,10693.349609375,215400,0.002898963255397891
2018-05-10,10716.5498046875,10785.5498046875,10705.0,10779.650390625,192100,-0.0030437926229562873
2018-05-11,10806.5,10812.0498046875,10724.4501953125,10741.9501953125,203100,0.010911651234532816
2018-05-14,10806.599609375,10834.849609375,10774.75,10815.150390625,171400,1.1982805487487092e-05
2018-05-15,10801.849609375,10929.2001953125,10781.400390625,10812.599609375,254300,-0.0005714100848747795
2018-05-16,10741.099609375,10790.4501953125,10699.7001953125,10751.9501953125,231100,-0.007311247874758187
2018-05-17,10682.7001953125,10777.25,10664.5,10775.599609375,214100,-0.0070681067155347055
2018-05-18,10596.400390625,10674.9501953125,10589.099609375,10671.849609375,223000,-0.010502002681211464
2018-05-21,10516.7001953125,10621.7001953125,10505.7998046875,10616.7001953125,0,-0.00977787268192677
2018-05-22,10536.7001953125,10558.599609375,10490.5498046875,10518.4501953125,241700,0.0024722583621419546
2018-05-23,10430.349609375,10533.5498046875,10417.7998046875,10521.099609375,290900,-0.013121352905177675
2018-05-24,10513.849609375,10535.150390625,10419.7998046875,10464.849609375,297600,0.010407129584844755
2018-05-25,10605.150390625,10628.0498046875,10524.0,10533.0498046875,260800,0.011289015920406964
2018-05-28,10688.650390625,10709.7998046875,10640.5498046875,10648.349609375,232600,0.01023559270747918
2018-05-29,10633.2998046875,10717.25,10616.099609375,10689.400390625,225800,-0.006731978228220681
2018-05-30,10614.349609375,10648.7001953125,10558.4501953125,10579.0,238700,-0.0023168023434635534
2018-05-31,10736.150390625,10763.7998046875,10620.400390625,10670.099609375,610300,0.01491763710940397
2018-06-01,10696.2001953125,10764.75,10681.5,10738.4501953125,220600,-0.0048374186292696525
2018-06-04,10628.5,10770.2998046875,10618.349609375,10765.9501953125,203800,-0.00822817938138628
2018-06-05,10593.150390625,10633.150390625,10550.900390625,10630.7001953125,167700,-0.0043237043973750056
2018-06-06,10684.650390625,10698.349609375,10587.5,10603.4501953125,189900,0.01122895414618783
2018-06-07,10768.349609375,10818.0,10722.599609375,10722.599609375,220900,0.010183672876229321
2018-06-08,10767.650390625,10779.4501953125,10709.0498046875,10736.400390625,209400,-8.441259877079998e-05
2018-06-11,10786.9501953125,10850.5498046875,10777.0498046875,10781.849609375,211400,0.002330104078750117
2018-06-12,10842.849609375,10856.5498046875,10789.400390625,10816.150390625,198300,0.006736773320120526
2018-06-13,10856.7001953125,10893.25,10842.650390625,10887.5,213400,0.0016606115889666651
2018-06-14,10808.0498046875,10833.7001953125,10773.5498046875,10832.900390625,184300,-0.005825481654159292
2018-06-15,10817.7001953125,10834.0,10755.400390625,10808.650390625,305400,0.0011607559216705089
2018-06-18,10799.849609375,10830.2001953125,10787.349609375,10830.2001953125,196600,-0.002145165913250724
2018-06-19,10710.4501953125,10789.4501953125,10701.2001953125,10789.4501953125,224500,-0.010761190431796764
2018-06-20,10772.0498046875,10781.7998046875,10724.0498046875,10734.650390625,193500,0.007476762482173394
2018-06-21,10741.099609375,10809.599609375,10725.900390625,10808.4501953125,223600,-0.0037351529779170666
2018-06-22,10821.849609375,10837.0,10710.4501953125,10742.7001953125,229800,0.009773207941240637
2018-06-25,10762.4501953125,10831.0498046875,10753.0498046875,10822.900390625,229600,-0.007135493567971485
2018-06-26,10769.150390625,10805.25,10732.5498046875,10742.7001953125,220000,0.000809318858455077
2018-06-27,10671.400390625,10785.5,10652.400390625,10785.5,246000,-0.0117999094998826
2018-06-28,10589.099609375,10674.2001953125,10557.7001953125,10660.7998046875,352300,-0.010025958328673779
2018-06-29,10714.2998046875,10723.0498046875,10612.349609375,10612.849609375,242800,0.01537054706352472
2018-07-02,10657.2998046875,10736.150390625,10604.650390625,10732.349609375,295400,-0.006915990904751557
2018-07-03,10699.900390625,10713.2998046875,10630.25,10668.599609375,202100,0.005196509691356432
2018-07-04,10769.900390625,10777.150390625,10677.75,10715.0,173900,0.008504752070377286
2018-07-05,10749.75,10786.0498046875,10726.25,10786.0498046875,220500,-0.0024322887735621747
2018-07-06,10772.650390625,10816.349609375,10735.0498046875,10744.150390625,0,0.0027694139689294016
2018-07-09,10852.900390625,10860.349609375,10807.150390625,10838.2998046875,183600,0.00968424632909195
2018-07-10,10947.25,10956.900390625,10876.650390625,10902.75,197000,0.011301540396837373
2018-07-11,10948.2998046875,10976.650390625,10923.0,10956.400390625,222300,0.0001246656551872949
2018-07-12,11023.2001953125,11078.2998046875,10999.650390625,11006.9501953125,248300,0.008893664728729146
2018-07-13,11018.900390625,11071.349609375,10999.75,11056.900390625,0,-0.0005070892295077512
2018-07-16,10936.849609375,11019.5,10926.25,11018.9501953125,210500,-0.009680277690481099
2018-07-17,11008.0498046875,11018.5,10925.599609375,10939.650390625,210600,0.008463155041183756
2018-07-18,10980.4501953125,11076.2001953125,10956.2998046875,11060.2001953125,225500,-0.003259386796398911
2018-07-19,10957.099609375,11006.5,10935.4501953125,10999.5,215400,-0.0027645279727883556
2018-07-20,11010.2001953125,11030.25,10946.2001953125,10963.5,187300,0.006300094384437971
2018-07-23,11084.75,11093.400390625,11010.9501953125,11019.849609375,229100,0.00880226920260816
2018-07-24,11134.2998046875,11143.400390625,11092.5,11109.0,205800,0.005811114016441565
2018-07-25,11132.0,11157.150390625,11113.25,11148.400390625,205900,-0.00026851675868215795
2018-07-26,11167.2998046875,11185.849609375,11125.7001953125,11132.9501953125,365400,0.004122327173351592
2018-07-27,11278.349609375,11283.400390625,11210.25,11232.75,314600,0.012927453244619792
2018-07-30,11319.5498046875,11328.099609375,11261.4501953125,11296.650390625,278800,0.0047489442836323725
2018-07-31,11356.5,11366.0,11267.75,11311.0498046875,256500,0.004243565754387046
2018-08-01,11346.2001953125,11390.5498046875,11313.5498046875,11359.7998046875,269700,-0.0011790380921718469
2018-08-02,11244.7001953125,11328.900390625,11234.9501953125,11328.900390625,210000,-0.011629444019021684
2018-08-03,11360.7998046875,11368.0,11294.5498046875,11297.7998046875,218300,0.013422278012393441
2018-08-06,11387.099609375,11427.650390625,11370.599609375,11401.5,203700,0.003009448866411968
2018-08-07,11389.4501953125,11428.9501953125,11359.7001953125,11423.150390625,226400,0.00026835294531326606
2018-08-08,11450.0,11459.9501953125,11379.2998046875,11412.5,210500,0.006911198059950796
2018-08-09,11470.7001953125,11495.2001953125,11454.099609375,11493.25,302200,0.002350240515829816
2018-08-10,11429.5,11478.75,11419.650390625,11474.9501953125,0,-0.004669309893404472
2018-08-13,11355.75,11406.2998046875,11340.2998046875,11369.599609375,246900,-0.008388380944048335
2018-08-14,11435.099609375,11452.4501953125,11370.7998046875,11381.7001953125,232600,0.009083899538779906
2018-08-16,11385.0498046875,11449.849609375,11366.25,11397.150390625,290600,-0.005689915113673916
2018-08-17,11470.75,11486.4501953125,11431.7998046875,11437.150390625,234700,0.009785662409696116
2018-08-20,11551.75,11565.2998046875,11499.650390625,11502.099609375,232600,0.009179870540287127
2018-08-21,11570.900390625,11581.75,11539.599609375,11576.2001953125,224200,0.0021551286872118383
2018-08-23,11582.75,11620.7001953125,11546.7001953125,11620.7001953125,248500,0.0013313131793945222
2018-08-24,11557.099609375,11604.599609375,11532.0,11566.599609375,218800,-0.0028788938561653877
2018-08-27,11691.9501953125,11700.9501953125,11595.599609375,11605.849609375,199500,0.015168664080436267
2018-08-28,11738.5,11760.2001953125,11710.5,11731.9501953125,241900,0.005175761535317691
2018-08-29,11691.900390625,11753.2001953125,11678.849609375,11744.9501953125,251600,-0.0051607524119350765
2018-08-30,11676.7998046875,11698.7998046875,11639.7001953125,11694.75,313800,-0.0016790052141131273
2018-08-31,11680.5,11727.650390625,11640.099609375,11675.849609375,346500,0.000411949676855583
2018-09-03,11582.349609375,11751.7998046875,11567.400390625,11751.7998046875,234400,-0.010923805300500833
2018-09-04,11520.2998046875,11602.5498046875,11496.849609375,11598.75,254800,-0.006964454434051881
2018-09-05,11476.9501953125,11542.650390625,11393.849609375,11514.849609375,246100,-0.0048917556958518295
2018-09-06,11536.900390625,11562.25,11436.0498046875,11514.150390625,247900,0.006790589187890772
2018-09-07,11589.099609375,11603.0,11484.400390625,11558.25,295900,0.005881907798228259
2018-09-10,11438.099609375,11573.0,11427.2998046875,11570.25,286700,-0.016938330553410975
2018-09-11,11287.5,11479.400390625,11274.0,11476.849609375,0,-0.017116435323489755
2018-09-12,11369.900390625,11380.75,11250.2001953125,11340.099609375,268200,0.009490188953488455
2018-09-14,11515.2001953125,11523.25,11430.5498046875,11443.5,276600,0.016613139922447975
2018-09-17,11377.75,11464.9501953125,11366.900390625,11464.9501953125,201400,-0.015517338029345552
2018-09-18,11278.900390625,11411.4501953125,11268.9501953125,11381.5498046875,240900,-0.011294367707806853
2018-09-19,11234.349609375,11332.0498046875,11210.900390625,11326.650390625,250600,-0.005134899114202629
2018-09-21,11143.099609375,11346.7998046875,10866.4501953125,11271.2998046875,719000,-0.010559133739349547
2018-09-24,10967.400390625,11170.150390625,10943.599609375,11164.400390625,0,-0.020497796159233285
2018-09-25,11067.4501953125,11080.599609375,10882.849609375,10969.9501953125,405000,0.01185921380283801
2018-09-26,11053.7998046875,11145.5498046875,10993.0498046875,11145.5498046875,340500,-0.0016033962203883423
2018-09-27,10977.5498046875,11089.4501953125,10953.349609375,11079.7998046875,405700,-0.008967504546080618
2018-09-28,10930.4501953125,11034.099609375,10850.2998046875,11008.099609375,478100,-0.005577701151613479
2018-10-01,11008.2998046875,11035.650390625,10821.5498046875,10930.900390625,387000,0.009258950032168145
2018-10-03,10858.25,10989.0498046875,10843.75,10982.7001953125,386800,-0.017719788664430202
2018-10-04,10599.25,10754.7001953125,10547.25,10754.7001953125,425100,-0.03100868003591737
2018-10-05,10316.4501953125,10540.650390625,10261.900390625,10514.099609375,606400,-0.03468544907363733
2018-10-08,10348.0498046875,10398.349609375,10198.400390625,10310.150390625,456200,0.003981940629749237
2018-10-09,10301.0498046875,10397.599609375,10279.349609375,10390.2998046875,430500,-0.005904494194869748
2018-10-10,10460.099609375,10482.349609375,10318.25,10331.849609375,0,0.020072201378898535
2018-10-11,10234.650390625,10335.9501953125,10138.599609375,10169.7998046875,483500,-0.028019234550340222
2018-10-12,10472.5,10492.4501953125,10322.150390625,10331.5498046875,343500,0.03021153438428481
2018-10-15,10512.5,10526.2998046875,10410.150390625,10524.2001953125,259500,0.004965385533540179
2018-10-16,10584.75,10604.900390625,10525.2998046875,10550.150390625,265200,0.008934601664684917
2018-10-17,10453.0498046875,10710.150390625,10436.4501953125,10688.7001953125,284800,-0.016175181643992533
2018-10-19,10303.5498046875,10380.099609375,10249.599609375,10339.7001953125,357500,-0.018592659906092435
2018-10-22,10245.25,10408.5498046875,10224.0,10405.849609375,297300,-0.0073556927010989485
2018-10-23,10146.7998046875,10222.099609375,10102.349609375,10152.599609375,302600,-0.012492155282325935
2018-10-24,10224.75,10290.650390625,10126.7001953125,10278.150390625,351400,0.00998691763480315
2018-10-25,10124.900390625,10166.599609375,10079.2998046875,10135.0498046875,0,-0.012695126256143163
2018-10-26,10030.0,10128.849609375,10004.5498046875,10122.349609375,364300,-0.01218486138656072
2018-10-29,10250.849609375,10275.2998046875,10020.349609375,10078.099609375,364400,0.028624575492273218
2018-10-30,10198.400390625,10285.099609375,10175.349609375,10239.400390625,289800,-0.006651544698562495
2018-10-31,10386.599609375,10396.0,10105.099609375,10209.5498046875,375000,0.02398993714738893
2018-11-01,10380.4501953125,10441.900390625,10341.900390625,10441.7001953125,348500,-0.0007696684749486371
2018-11-02,10553.0,10606.9501953125,10457.7001953125,10462.2998046875,421200,0.02160934659607008
2018-11-05,10524.0,10558.7998046875,10477.0,10558.75,301900,-0.003572443854827989
2018-11-06,10530.0,10600.25,10491.4501953125,10552.0,0,0.0007411630558722626
2018-11-07,10598.400390625,10616.4501953125,10582.2998046875,10614.4501953125,31200,0.008444492669752978
2018-11-09,10585.2001953125,10619.5498046875,10544.849609375,10614.7001953125,296600,-0.0016191362162001344
2018-11-12,10482.2001953125,10645.5,10464.0498046875,10607.7998046875,259700,-0.012649737135750683
2018-11-13,10582.5,10596.25,10440.5498046875,10451.900390625,254600,0.012439158159949892
2018-11-14,10576.2998046875,10651.599609375,10532.7001953125,10634.900390625,384500,-0.0007616587674226571
2018-11-15,10616.7001953125,10646.5,10557.5,10580.599609375,0,0.004965867910554489
2018-11-16,10682.2001953125,10695.150390625,10631.150390625,10644.0,342800,0.008020382833980188
2018-11-19,10763.400390625,10774.7001953125,10688.7998046875,10731.25,272100,0.009881883130459656
2018-11-20,10656.2001953125,10740.849609375,10640.849609375,10740.099609375,295200,-0.012947604739078035
2018-11-21,10600.0498046875,10671.2998046875,10562.349609375,10670.9501953125,300900,-0.006850050343893666
2018-11-22,10526.75,10646.25,10512.0,10612.650390625,239500,-0.00898955645016034
2018-11-26,10628.599609375,10637.7998046875,10489.75,10568.2998046875,0,0.012577907919110799
2018-11-27,10685.599609375,10695.150390625,10596.349609375,10621.4501953125,0,0.006971755708497995
2018-11-28,10728.849609375,10757.7998046875,10699.849609375,10708.75,424500,0.005261754328757573
2018-11-29,10858.7001953125,10883.0498046875,10782.349609375,10808.7001953125,691300,0.01573381749812628
2018-11-30,10876.75,10922.4501953125,10835.099609375,10892.099609375,453900,0.0021609166540834225
2018-12-03,10883.75,10941.2001953125,10845.349609375,10930.7001953125,409700,0.0008366469763487317
2018-12-04,10869.5,10890.9501953125,10833.349609375,10877.099609375,322100,-0.0017020787871827926
2018-12-05,10782.900390625,10821.0498046875,10747.9501953125,10820.4501953125,312300,-0.01035737542550257
2018-12-06,10601.150390625,10722.650390625,10588.25,10718.150390625,318500,-0.021912008035001863
2018-12-07,10693.7001953125,10704.5498046875,10599.349609375,10644.7998046875,325800,0.011349216043586186
2018-12-10,10488.4501953125,10558.849609375,10474.9501953125,10508.7001953125,381300,-0.024951606565233663
2018-12-11,10549.150390625,10567.150390625,10333.849609375,10350.0498046875,425500,0.007523538028670451
2018-12-12,10737.599609375,10752.2001953125,10560.7998046875,10591.0,360500,0.023223100942111552
2018-12-13,10791.5498046875,10838.599609375,10749.5,10810.75,376200,0.0065317441940202945
2018-12-14,10805.4501953125,10815.75,10752.099609375,10784.5,340100,0.0016745053434912283
2018-12-17,10888.349609375,10900.349609375,10844.849609375,10853.2001953125,296900,0.009973600019738306
2018-12-18,10908.7001953125,10915.400390625,10819.099609375,10850.900390625,286100,0.0024297311041492353
2018-12-19,10967.2998046875,10985.150390625,10928.0,10930.5498046875,312100,0.006983370229593078
2018-12-20,10951.7001953125,10962.5498046875,10880.0498046875,10885.2001953125,318900,-0.0018490870632379198
2018-12-21,10754.0,10963.650390625,10738.650390625,10944.25,377500,-0.02346761227231675
2018-12-24,10663.5,10782.2998046875,10649.25,10780.900390625,223400,-0.010940115305932663
2018-12-26,10729.849609375,10747.5,10534.5498046875,10635.4501953125,263700,0.008088759993201201
2018-12-27,10779.7998046875,10834.2001953125,10764.4501953125,10817.900390625,456100,0.00605183262303266
2018-12-28,10859.900390625,10893.599609375,10817.150390625,10820.9501953125,245500,0.00965980478352373
2018-12-31,10862.5498046875,10923.5498046875,10853.2001953125,10913.2001953125,180900,0.0003171519219662411
2019-01-02,10792.5,10895.349609375,10735.0498046875,10868.849609375,309700,-0.008383367416594312
2019-01-03,10672.25,10814.0498046875,10661.25,10796.7998046875,286200,-0.01448459578410939
2019-01-04,10727.349609375,10741.0498046875,10628.650390625,10699.7001953125,296600,0.006711751710042524
2019-01-07,10771.7998046875,10835.9501953125,10750.150390625,10804.849609375,269400,0.005386722350854423
2019-01-08,10802.150390625,10818.4501953125,10733.25,10786.25,277700,0.003662875511442465
2019-01-09,10855.150390625,10870.400390625,10749.400390625,10862.400390625,333000,0.006378359632892905
